"id","category_id","category","name","manufacturer","url","min_price","max_price","average_rating","review_count","review_tags","review_rating_distribution","review_platform_distribution","price_trend","specifications","conformity_certification","safety_certification","product_code","updated_at","unit_price"
257,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 수도꼭지/탕온계,휴비딕 디지털 탕온도계 꼬마곰 HBT-1,휴비딕,https://prod.danawa.com/info/?pcode=29655872&cate=16349243,10940,13120,4.70,18,"{온도,아기,저렴,목욕,습도,가격,만족,온도계,디자인,작동,시간,애기,건전지,탕온계,정확,체크}","{""1"": 0, ""2"": 0, ""3"": 2, ""4"": 0, ""5"": 16}","{""옥션"": 2, ""G마켓"": 6, ""SSG.COM"": 1, ""11번가"": 4, ""롯데ON"": 1, ""위메프"": 1, ""신세계몰"": 1, ""인터파크"": 1, ""이마트인터넷쇼핑몰"": 1}","[{""date"": ""25.11.04"", ""price"": 9810, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 9810, ""period"": ""3개월""}, {""date"": ""25.08"", ""price"": 9810, ""period"": ""6개월""}, {""date"": ""25.01"", ""price"": 9510, ""period"": ""12개월""}, {""date"": ""24.12"", ""price"": 9430, ""period"": ""24개월""}]","{""품목"": {""품목"": ""탕온계""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""휴비딕"", ""등록년월"": ""2023년 10월"", ""제조회사"": ""휴비딕""}",,,"29655872",2025-11-27 02:49:06.490,
258,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 수도꼭지/탕온계,코비 다용도 목돌림꼭지 베란다 수도꼭지,,https://prod.danawa.com/info/?pcode=26591492&cate=16349243,11880,11880,5.00,1,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""옥션"": 1}","[{""date"": ""25.11.04"", ""price"": 11610, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 11610, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 11610, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 11360, ""period"": ""12개월""}, {""date"": ""24.11"", ""price"": 11360, ""period"": ""24개월""}]","{""품목"": {""목욕용품"": true, ""세면대,수도꼭지"": true, ""신생아완구,젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2018년 12월""}",,,"26591492",2025-11-27 02:50:36.419,
259,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 수도꼭지/탕온계,겨울 수도꼭지 동파방지 커버,,https://prod.danawa.com/info/?pcode=26590226&cate=16349243,4120,7250,5.00,2,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""SSG.COM"": 1, ""신세계몰"": 1}","[{""date"": ""현재"", ""price"": 4120, ""period"": ""1개월""}, {""date"": ""현재"", ""price"": 4120, ""period"": ""3개월""}, {""date"": ""현재"", ""price"": 4120, ""period"": ""6개월""}, {""date"": ""현재"", ""price"": 4120, ""period"": ""12개월""}, {""date"": ""현재"", ""price"": 4120, ""period"": ""24개월""}]","{""품목"": {""목욕용품"": true, ""세면대,수도꼭지"": true, ""신생아완구,젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2019년 01월""}",,,"26590226",2025-11-27 02:52:07.134,
260,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 수도꼭지/탕온계,카스 디지털 온습도계 T025+CR2032 배터리,,https://prod.danawa.com/info/?pcode=26503682&cate=16349243,38600,38600,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 38600, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 38600, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 38600, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 38600, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 38600, ""period"": ""24개월""}]","{""품목"": {""탕온계"": true, ""목욕용품"": true, ""신생아완구/젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2022년 03월""}",,,"26503682",2025-11-27 02:54:47.988,
261,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 수도꼭지/탕온계,지에스아울렛 타니타 탕온계 No-5417,지에스아울렛,https://prod.danawa.com/info/?pcode=26582816&cate=16349243,7850,7850,5.00,3,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 3}","{""옥션"": 2, ""인터파크"": 1}","[{""date"": ""25.11.04"", ""price"": 7570, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 7570, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 7570, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 7570, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 7130, ""period"": ""24개월""}]","{""품목"": {""탕온계"": true, ""목욕용품"": true, ""신생아완구,젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""지에스아울렛"", ""등록년월"": ""2016년 03월"", ""제조회사"": ""지에스아울렛""}",,,"26582816",2025-11-27 02:56:17.666,
262,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,포프베베 다기능 아기 비데 세면대형 목욕의자 그레이,포프베베,https://prod.danawa.com/info/?pcode=26488565&cate=16349242,88200,88200,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 88200, ""period"": ""1개월""}, {""date"": ""09.30"", ""price"": 64500, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 64500, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 64500, ""period"": ""12개월""}, {""date"": ""25.09"", ""price"": 64500, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""포프베베"", ""등록년월"": ""2022년 10월"", ""제조회사"": ""포프베베""}",,,"26488565",2025-11-27 02:58:55.707,
263,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,스토케 플렉시바스 아기욕조,스토케,https://prod.danawa.com/info/?pcode=20785940&cate=16349242,57600,110280,4.90,707,"{아기,아이,변기,욕조,만족,배변,목욕,가격,훈련,저렴,소리,튼튼,애기,사이즈,디자인,신생아}","{""1"": 3, ""2"": 0, ""3"": 3, ""4"": 46, ""5"": 655}","{""AK몰"": 3, ""GS샵"": 15, ""SSG.COM"": 37, ""롯데ON"": 1, ""현대Hmall"": 3, ""신세계몰"": 37, ""롯데홈쇼핑"": 4}","[{""date"": ""25.11.04"", ""price"": 57600, ""period"": ""1개월""}, {""date"": ""10.28"", ""price"": 57600, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 57600, ""period"": ""6개월""}, {""date"": ""25.10"", ""price"": 57600, ""period"": ""12개월""}, {""date"": ""25.10"", ""price"": 57600, ""period"": ""24개월""}]","{""재질"": {""재질"": ""PP,TPE""}, ""크기"": {""크기"": ""34x64x24cm""}, ""품목"": {""품목"": ""아기욕조""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""스토케"", ""대상연령"": {""대상연령"": ""0~48개월""}, ""등록년월"": ""2020년 05월"", ""제조회사"": ""스토케""}",,,"20785940",2025-11-27 03:01:14.492,
264,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,오케이베이비 쁘띠엘린 온다베이비 플러스 아기욕조 색상 선택,오케이베이비,https://prod.danawa.com/info/?pcode=26446730&cate=16349242,43710,63000,4.80,21,"{아기,아이,욕조,만족,목욕,가격,저렴,애기,사이즈,디자인,신생아,아가,추천,크기,깔끔,어른}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 4, ""5"": 17}","{""옥션"": 5, ""G마켓"": 8, ""11번가"": 3, ""인터파크"": 5}","[{""date"": ""25.11.04"", ""price"": 41380, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 36000, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 36000, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 36000, ""period"": ""12개월""}, {""date"": ""25.09"", ""price"": 36000, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""오케이베이비"", ""등록년월"": ""2023년 03월"", ""제조회사"": ""오케이베이비""}",,,"26446730",2025-11-27 03:02:55.714,
265,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,슈너글 온도감지 플러그 유아욕조,슈너글,https://prod.danawa.com/info/?pcode=20853785&cate=16349242,34800,53500,4.70,402,"{아기,아이,욕조,만족,배변,목욕,가격,훈련,저렴,소리,튼튼,애기,사이즈,디자인,신생아,아가}","{""1"": 4, ""2"": 3, ""3"": 24, ""4"": 30, ""5"": 341}","{""G마켓"": 7, ""SSG.COM"": 15, ""11번가"": 7, ""위메프"": 1, ""현대Hmall"": 6, ""신세계몰"": 5, ""CJ온스타일"": 55, ""롯데홈쇼핑"": 4}","[{""date"": ""25.11.18"", ""price"": 33750, ""period"": ""1개월""}, {""date"": ""10.14"", ""price"": 33300, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 28600, ""period"": ""6개월""}, {""date"": ""25.04"", ""price"": 28500, ""period"": ""12개월""}, {""date"": ""25.04"", ""price"": 28500, ""period"": ""24개월""}]","{""재질"": {""재질"": ""PP,EVA""}, ""크기"": {""크기"": ""38x60x35cm""}, ""품목"": {""품목"": ""아기욕조""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""슈너글"", ""대상연령"": {""대상연령"": ""신생아부터""}, ""등록년월"": ""2021년 09월"", ""제조회사"": ""슈너글""}",,,"20853785",2025-11-27 03:05:20.675,
266,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,치코 밤비데 아기비데 신생아선물 유아비데,치코,https://prod.danawa.com/info/?pcode=26496749&cate=16349242,14310,25560,4.60,18,"{아기,아이,만족,가격,저렴,튼튼,애기,사이즈,디자인,신생아,아가,색상,추천,크기,안정,불편}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 6, ""5"": 12}","{""옥션"": 2, ""G마켓"": 10, ""11번가"": 1, ""신세계몰"": 1, ""CJ온스타일"": 4}","[{""date"": ""25.11.11"", ""price"": 13710, ""period"": ""1개월""}, {""date"": ""11.11"", ""price"": 13710, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 13710, ""period"": ""6개월""}, {""date"": ""25.01"", ""price"": 13700, ""period"": ""12개월""}, {""date"": ""25.01"", ""price"": 13700, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""치코"", ""등록년월"": ""2022년 08월"", ""제조회사"": ""치코""}",,,"26496749",2025-11-27 03:07:01.190,
267,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,슈너글 슈퍼디럭스 유아 토들러 욕조(온도감지 배수플러그),슈너글,https://prod.danawa.com/info/?pcode=20796686&cate=16349242,52900,74930,4.80,70,"{아기,아이,욕조,만족,배변,목욕,가격,저렴,소리,튼튼,애기,사이즈,디자인,신생아,아가,머리}","{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 4, ""5"": 65}","{""G마켓"": 17, ""SSG.COM"": 1, ""11번가"": 3, ""현대Hmall"": 27, ""인터파크"": 1, ""CJ온스타일"": 6, ""롯데홈쇼핑"": 13, ""이마트인터넷쇼핑몰"": 2}","[{""date"": ""25.11.04"", ""price"": 50060, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 50060, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 50060, ""period"": ""6개월""}, {""date"": ""25.01"", ""price"": 49730, ""period"": ""12개월""}, {""date"": ""24.05"", ""price"": 47090, ""period"": ""24개월""}]","{""재질"": {""재질"": ""PP,EVA""}, ""크기"": {""크기"": ""47x67x39cm""}, ""품목"": {""품목"": ""아기욕조""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""슈너글"", ""대상연령"": {""대상연령"": ""9개월~5세""}, ""등록년월"": ""2023년 05월"", ""제조회사"": ""슈너글""}",,,"20796686",2025-11-27 03:09:09.561,
268,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,물산천하_W7B7376_유아발판유아디딤대발디딤대_다용도 미끄럼방지 유아 발디딤대 1단 2단,,https://prod.danawa.com/info/?pcode=20852498&cate=16349242,5570,14340,4.60,26,"{아기,아이,변기,욕조,만족,배변,목욕,가격,훈련,저렴,소리,튼튼,애기,사이즈,디자인,신생아}","{""1"": 0, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 20}","{""옥션"": 9, ""G마켓"": 7, ""11번가"": 4, ""롯데ON"": 2, ""위메프"": 3, ""인터파크"": 1}","[{""date"": ""25.11.18"", ""price"": 5570, ""period"": ""1개월""}, {""date"": ""11.18"", ""price"": 5570, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 5570, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 5570, ""period"": ""12개월""}, {""date"": ""25.11"", ""price"": 5570, ""period"": ""24개월""}]","{""품목"": {""품목"": ""디딤대""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2020년 11월""}",,,"20852498",2025-11-27 03:10:54.003,
269,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,머머 머머 아기욕조 겸용 아기비데,머머코리아 머머,https://prod.danawa.com/info/?pcode=20786609&cate=16349242,27000,61280,4.80,430,"{아기,아이,변기,욕조,만족,배변,목욕,가격,훈련,저렴,소리,튼튼,애기,사이즈,디자인,신생아}","{""1"": 2, ""2"": 1, ""3"": 2, ""4"": 43, ""5"": 382}","{""GS샵"": 43, ""옥션"": 2, ""SSG.COM"": 15, ""11번가"": 18, ""롯데ON"": 1, ""위메프"": 1, ""신세계몰"": 11, ""CJ온스타일"": 9}","[{""date"": ""25.11.18"", ""price"": 24200, ""period"": ""1개월""}, {""date"": ""11.18"", ""price"": 24200, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 24200, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 24200, ""period"": ""12개월""}, {""date"": ""24.12"", ""price"": 23730, ""period"": ""24개월""}]","{""품목"": {""품목"": ""아기욕조""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""머머코리아 머머"", ""등록년월"": ""2017년 03월"", ""제조회사"": ""머머코리아 머머""}",,,"20786609",2025-11-27 03:13:16.479,
270,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,아이팜 이지두잉 투스텝 남아소변기 유아변기,에스엠코프 아이팜,https://prod.danawa.com/info/?pcode=43036223&cate=16349242,16640,18900,4.90,25,"{아기,아이,변기,만족,배변,가격,훈련,저렴,소리,튼튼,애기,디자인,아가,장난감,관심,기저귀}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 23}","{""G마켓"": 18, ""11번가"": 3, ""롯데ON"": 1, ""신세계몰"": 2, ""신세계라이브쇼핑"": 1}","[{""date"": ""25.11.04"", ""price"": 14870, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 14870, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 14870, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 14870, ""period"": ""12개월""}, {""date"": ""24.12"", ""price"": 14870, ""period"": ""24개월""}]","{""품목"": {""위생/목욕용품"": true, ""출산/육아용품"": true, ""유아변기/욕조/의자"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""에스엠코프 아이팜"", ""등록년월"": ""2024년 02월"", ""제조회사"": ""에스엠코프 아이팜""}",,,"43036223",2025-11-27 03:15:00.434,
271,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 욕조/의자,말랑하니 싱크대 아기욕조 아몬드밀크,말랑하니,https://prod.danawa.com/info/?pcode=29992451&cate=16349242,27900,27900,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.11"", ""price"": 26900, ""period"": ""1개월""}, {""date"": ""11.11"", ""price"": 26900, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 26900, ""period"": ""6개월""}, {""date"": ""25.01"", ""price"": 24600, ""period"": ""12개월""}, {""date"": ""24.06"", ""price"": 19350, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""말랑하니"", ""등록년월"": ""2023년 06월"", ""제조회사"": ""말랑하니""}",,,"29992451",2025-11-27 03:17:40.899,
272,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,아이노스 SM점착식귀이개 20개입 접착식면봉 귀청소 귀후비개,아이노스,https://prod.danawa.com/info/?pcode=26609963&cate=16349249,1590,1590,3.80,33,{},"{""1"": 2, ""2"": 2, ""3"": 8, ""4"": 8, ""5"": 13}","{""옥션"": 20, ""G마켓"": 8, ""11번가"": 4, ""인터파크"": 1}","[{""date"": ""25.11.04"", ""price"": 1550, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 1550, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 1550, ""period"": ""6개월""}, {""date"": ""25.06"", ""price"": 1550, ""period"": ""12개월""}, {""date"": ""24.09"", ""price"": 1530, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아이노스"", ""등록년월"": ""2018년 11월"", ""제조회사"": ""아이노스""}",,,"26609963",2025-11-27 03:19:26.114,
273,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,마물샵 대용량 위생면봉 4000P 100Px40개 나무면봉,,https://prod.danawa.com/info/?pcode=26483762&cate=16349249,8670,16950,5.00,11,"{저렴,가격,만족,포장,추천}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 11}","{""옥션"": 1, ""G마켓"": 4, ""롯데ON"": 6}","[{""date"": ""25.11.04"", ""price"": 8390, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 8390, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 8170, ""period"": ""6개월""}, {""date"": ""25.04"", ""price"": 7870, ""period"": ""12개월""}, {""date"": ""25.04"", ""price"": 7870, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2021년 11월""}",,,"26483762",2025-11-27 03:21:04.891,
274,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,코쿠보 열냉각시트 어린이용 무향 (16매),코쿠보,https://prod.danawa.com/info/?pcode=70260695&cate=16349249,5400,19960,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.11"", ""price"": 5400, ""period"": ""1개월""}, {""date"": ""11.11"", ""price"": 5400, ""period"": ""3개월""}, {""date"": ""25.08"", ""price"": 5400, ""period"": ""6개월""}, {""date"": ""25.08"", ""price"": 5400, ""period"": ""12개월""}, {""date"": ""24.11"", ""price"": 4900, ""period"": ""24개월""}]","{""품목"": {""품목"": ""해열시트""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""코쿠보"", ""등록년월"": ""2023년 08월"", ""제조회사"": ""코쿠보"", ""지속시간"": {""10시간"": true}}",,,"70260695",2025-11-27 03:23:43.625,"338원/1매"
275,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,마이비 마이비유아용면봉 300P,아벤트코리아,https://prod.danawa.com/info/?pcode=26612786&cate=16349249,4700,12240,4.90,265,{},"{""1"": 0, ""2"": 0, ""3"": 3, ""4"": 11, ""5"": 251}","{""GS샵"": 1, ""옥션"": 1, ""SSG.COM"": 29, ""11번가"": 4, ""위메프"": 5, ""이마트인터넷쇼핑몰"": 60}","[{""date"": ""25.11.18"", ""price"": 4700, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 4700, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 4650, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 4120, ""period"": ""12개월""}, {""date"": ""24.02"", ""price"": 3700, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아벤트코리아"", ""등록년월"": ""2018년 09월"", ""제조회사"": ""아벤트코리아""}",,,"26612786",2025-11-27 03:26:01.870,
276,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,퍼펙션 신생아면봉 300개 (3개),장안하이텍 퍼펙션,https://prod.danawa.com/info/?pcode=20804477&cate=16349249,7500,25960,4.50,4,{},"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 0, ""5"": 3}","{""G마켓"": 3, ""11번가"": 1}","[{""date"": ""25.11.04"", ""price"": 7500, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 7500, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 7500, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 7500, ""period"": ""12개월""}, {""date"": ""24.04"", ""price"": 7500, ""period"": ""24개월""}]","{""품목"": {""품목"": ""유아면봉""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""장안하이텍 퍼펙션"", ""등록년월"": ""2016년 09월"", ""제조회사"": ""장안하이텍 퍼펙션""}",,,"20804477",2025-11-27 03:27:33.626,"8원/1개"
277,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,귀청소 귀클리너 귀이개 진주귀이게 9W1D4A54,,https://prod.danawa.com/info/?pcode=26445263&cate=16349249,13710,13710,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 12970, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 12970, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 12820, ""period"": ""6개월""}, {""date"": ""25.07"", ""price"": 12820, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 12520, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2022년 03월""}",,,"26445263",2025-11-27 03:30:14.968,
278,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 위생/목욕용품 > 유아면봉/구급용품,베이비오가닉 신생아 면봉 300개 (1개),베이비오가닉,https://prod.danawa.com/info/?pcode=20806316&cate=16349249,3300,3300,4.70,10,"{면봉,저렴,가격,아기,만족,아이,신생아,귀지,비앤비,포장,유아용,어른,애기,추천,출산,코딱지}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 3, ""5"": 7}","{""GS샵"": 4, ""SSG.COM"": 2, ""11번가"": 1, ""롯데홈쇼핑"": 1, ""이마트인터넷쇼핑몰"": 2}","[{""date"": ""25.11.04"", ""price"": 3300, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 3300, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 3300, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 3300, ""period"": ""12개월""}, {""date"": ""24.10"", ""price"": 3300, ""period"": ""24개월""}]","{""품목"": {""품목"": ""유아면봉""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""베이비오가닉"", ""등록년월"": ""2017년 02월"", ""제조회사"": ""베이비오가닉""}",,,"20806316",2025-11-27 03:31:48.137,
